Feature ID	Wild-type - WT1_S7 (GE) - Expression values	Wild-type - WT1_S7 (GE) - Unique gene reads	Wild-type - WT1_S7 (GE) - Total gene reads
SAOUHSC_01715	17120	17120	17120
SAOUHSC_01266	41016	41016	41016
SAOUHSC_00485	10462	10462	10462
SAOUHSC_01074	5403	5403	5403
aspS	33217	33217	33217
ispD	29235	29235	29235
SAOUHSC_01933	11854	10793	11854
SAOUHSC_01912	4092	4092	4092
SAOUHSC_02282	378	378	378
SAOUHSC_00012	182	182	182
SAOUHSC_00946	15968	15968	15968
SAOUHSC_02849	54996	54996	54996
rpmG_1	14833	14833	14833
SAOUHSC_01320	1239	1239	1239
SAOUHSC_00945	10670	10670	10670
SAOUHSC_01944	140	140	140
SAOUHSC_01475	11879	11879	11879
SAOUHSC_03034	1276	1276	1276
SAOUHSC_01248	7751	7751	7751
SAOUHSC_01252	72251	72251	72251
SAOUHSC_01766	41264	41264	41264
SAOUHSC_01756	37080	37080	37080
SAOUHSC_01029	457920	457920	457920
valS	85802	85802	85802
truA	11749	11749	11749
SAOUHSC_02512a	60107	60107	60107
trmD	3264	3264	3264
SAOUHSC_01742	34844	34844	34844
SAOUHSC_01624	16318	16318	16318
SAOUHSC_00937	65049	65049	65049
SAOUHSC_01588	7288	7288	7288
SAOUHSC_00415	849	849	849
SAOUHSC_00905	39824	39824	39824
rplL	44236	44236	44236
leuS	59964	59964	59964
SAOUHSC_00018	55783	55783	55783
SAOUHSC_T00013	1589	0	1589
SAOUHSC_02102	38017	38017	38017
SAOUHSC_00123	2066	2066	2066
SAOUHSC_02906	2848	2848	2848
SAOUHSC_01265	13083	13083	13083
SAOUHSC_01662	37829	37829	37829
SAOUHSC_00234	11634	11634	11634
SAOUHSC_02267	14312	14312	14312
SAOUHSC_02155	6157	6157	6157
SAOUHSC_00917	914	914	914
SAOUHSC_01791	19919	19919	19919
SAOUHSC_02122	28885	28885	28885
SAOUHSC_01070	7664	7664	7664
SAOUHSC_02416	6	6	6
SAOUHSC_01812	19555	19555	19555
SAOUHSC_02978	44567	44567	44567
SAOUHSC_00860	23293	23293	23293
SAOUHSC_00802	10528	10528	10528
SAOUHSC_02356	2817	2817	2817
SAOUHSC_02244	10196	10196	10196
eno	664638	664638	664638
SAOUHSC_02850	13274	13274	13274
SAOUHSC_02784	1075	1075	1075
SAOUHSC_00228	87692	87692	87692
SAOUHSC_02286	420	420	420
SAOUHSC_02280	1700	1699	1700
SAOUHSC_00558	2129	2129	2129
SAOUHSC_00530	1577356	1577356	1577356
nsaS	9408	9408	9408
SAOUHSC_01193	89584	89584	89584
glmM	51446	51446	51446
SAOUHSC_01699	12454	12454	12454
SAOUHSC_00598	342	342	342
SAOUHSC_00628	11038	11038	11038
SAOUHSC_02331	1170	1170	1170
SAOUHSC_01175	25606	25606	25606
SAOUHSC_01337	198982	198982	198982
SAOUHSC_01583	8674	8674	8674
SAOUHSC_01322	1583	1583	1583
SAOUHSC_01087	331	313	331
SAOUHSC_03021	114	114	114
SAOUHSC_00188	1963	1963	1963
SAOUHSC_02350	137616	137616	137616
SAOUHSC_01383	34090	34090	34090
SAOUHSC_00416	8226	8226	8226
rpsI	93001	93001	93001
secA	81942	81942	81942
SAOUHSC_01022	2582	2582	2582
SAOUHSC_00246	1801	1801	1801
SAOUHSC_01058	36676	36676	36676
SAOUHSC_01679	28331	28331	28331
SAOUHSC_00834	25307	25307	25307
SAOUHSC_03008	729	729	729
SAOUHSC_01045	815	815	815
uvrC	10112	10112	10112
pgi	169420	169420	169420
SAOUHSC_01179	35367	35367	35367
SAOUHSC_01826	10	10	10
SAOUHSC_00627	2056	2056	2056
SAOUHSC_01021	7611	7611	7611
SAOUHSC_00208	259	257	259
SAOUHSC_02706	5933	5933	5933
SAOUHSC_01854	81519	81519	81519
SAOUHSC_00658	10398	10398	10398
SAOUHSC_00400	1762	1762	1762
SAOUHSC_00580	793	793	793
SAOUHSC_00191	565	565	565
SAOUHSC_02349	64156	64156	64156
SAOUHSC_01730	17294	17294	17294
SAOUHSC_01670	11775	11775	11775
SAOUHSC_T00058	1770	596	1770
SAOUHSC_01249	26264	26264	26264
SAOUHSC_02836	7944	7944	7944
SAOUHSC_02124	7114	7114	7114
SAOUHSC_01141	10071	10071	10071
SAOUHSC_00023	21307	21307	21307
rpmH	20685	20685	20685
SAOUHSC_01474	11275	11275	11275
SAOUHSC_00901	3468	3468	3468
SAOUHSC_01735	11944	11944	11944
SAOUHSC_02123	25088	25088	25088
SAOUHSC_02786	4079	4079	4079
mutL	13473	13473	13473
SAOUHSC_01960	21243	21243	21243
SAOUHSC_00486	187420	187420	187420
SAOUHSC_01739	17466	17466	17466
SAOUHSC_01287	655925	655925	655925
SAOUHSC_01205	16438	16438	16438
thrS	65874	65874	65874
SAOUHSC_01164	15651	15651	15651
SAOUHSC_T00032	2162	2104	2162
SAOUHSC_03031	4115	4115	4115
rpoZ	9022	9022	9022
SAOUHSC_T00014	1620	0	1620
SAOUHSC_00503	9770	9770	9770
tsf	200262	200262	200262
SAOUHSC_00624	4800	4800	4800
SAOUHSC_02710	1136	1136	1136
SAOUHSC_01696	20310	20310	20310
SAOUHSC_00458	718	718	718
SAOUHSC_T00012	1574	0	1574
rplK	89988	89988	89988
SAOUHSC_02768	336	336	336
rplU	50287	50287	50287
SAOUHSC_00061	2309	2309	2309
SAOUHSC_01979	5322	5322	5322
rplA	115446	115446	115446
SAOUHSC_01077	69802	69802	69802
SAOUHSC_01802	77776	77776	77776
SAOUHSC_01585	24531	24531	24531
SAOUHSC_02754	7260	7260	7260
SAOUHSC_01469	8873	8873	8873
SAOUHSC_01129	816	816	816
ruvB	18295	18295	18295
queA	14778	14778	14778
SAOUHSC_00517	37179	37179	37179
SAOUHSC_00626	2305	2305	2305
SAOUHSC_01185	19711	19711	19711
SAOUHSC_01186	11609	11609	11609
SAOUHSC_00397	12608	11323	12608
SAOUHSC_00854	14052	14052	14052
SAOUHSC_01686	2557	2557	2557
SAOUHSC_00528	138002	138002	138002
SAOUHSC_00101	46843	46843	46843
SAOUHSC_01163	12889	12889	12889
SAOUHSC_02107	37055	37055	37055
rplJ	100504	100504	100504
SAOUHSC_02933	6245	6245	6245
SAOUHSC_00100	15711	11783	15711
SAOUHSC_00187	5897	5897	5897
SAOUHSC_02646	1323	1323	1323
SAOUHSC_01451	132	132	132
SAOUHSC_01925	60	60	60
SAOUHSC_00878	206421	206421	206421
SAOUHSC_00005	67490	67490	67490
SAOUHSC_00226	50140	50140	50140
SAOUHSC_T00048	2509	89	2509
SAOUHSC_00559	472	472	472
SAOUHSC_01645	9948	9948	9948
rbgA	4770	4770	4770
SAOUHSC_01240	58623	58623	58623
SAOUHSC_01099	25255	25255	25255
SAOUHSC_01349	5111	5111	5111
SAOUHSC_00994	256209	256209	256209
SAOUHSC_00122	2883	2883	2883
SAOUHSC_01406	8992	8992	8992
SAOUHSC_T00053	1717	0	1717
SAOUHSC_01187	35079	35079	35079
infC	34771	34771	34771
SAOUHSC_01652	64201	64201	64201
SAOUHSC_00671	117392	117392	117392
SAOUHSC_03032	2951	2951	2951
SAOUHSC_01601	12977	12977	12977
SAOUHSC_00354	469	469	469
SAOUHSC_01667	15272	15272	15272
rpoB	296248	296248	296248
SAOUHSC_02160	194	194	194
coaE	19438	19438	19438
SAOUHSC_02848	16975	16975	16975
rplT	34024	34019	34024
rpsL	133604	133604	133604
SAOUHSC_01221	223	223	223
engA	49771	49771	49771
SAOUHSC_02885	55062	55062	55062
SAOUHSC_01663	19677	19677	19677
SAOUHSC_00525	275442	275442	275442
SAOUHSC_01050	27115	27115	27115
SAOUHSC_00437	19557	19557	19557
SAOUHSC_00610	3177	3177	3177
SAOUHSC_00523	7914	7914	7914
SAOUHSC_02294	73	73	73
SAOUHSC_00680	663	663	663
SAOUHSC_01150	284197	284197	284197
smpB	9412	9412	9412
SAOUHSC_01857	145916	145916	145916
SAOUHSC_00676	18082	18082	18082
SAOUHSC_01182	5090	5090	5090
SAOUHSC_02412	2962	1832	2962
SAOUHSC_01658	12472	12472	12472
SAOUHSC_00685	6367	6367	6367
rplM	63498	63498	63498
SAOUHSC_02343	194910	194910	194910
SAOUHSC_00667	6427	6427	6427
SAOUHSC_00484	13035	13035	13035
SAOUHSC_00914	36	36	36
SAOUHSC_00851	98958	98958	98958
SAOUHSC_01612	25780	25780	25780
SAOUHSC_00625	18267	18267	18267
SAOUHSC_01510	373	373	373
SAOUHSC_02425	176334	176334	176334
SAOUHSC_01381	708	708	708
SAOUHSC_00022	43012	43012	43012
SAOUHSC_00551	10565	10565	10565
SAOUHSC_02746	302	302	302
rnhB	4179	4179	4179
SAOUHSC_00691	14637	14637	14637
SAOUHSC_01644	21174	21174	21174
SAOUHSC_00227	72716	72716	72716
SAOUHSC_01425	6108	6108	6108
era	26063	26063	26063
SAOUHSC_01587	15262	15262	15262
SAOUHSC_01299	5	5	5
SAOUHSC_02266	11	11	11
hemC	12248	12248	12248
SAOUHSC_01239	24333	24333	24333
SAOUHSC_00549	23878	23878	23878
SAOUHSC_02347	106551	106551	106551
SAOUHSC_01688	46911	46911	46911
SAOUHSC_02324	5109	5109	5109
SAOUHSC_00560	358	358	358
SAOUHSC_00557	712	712	712
SAOUHSC_01238	12966	12966	12966
SAOUHSC_00693	9358	9358	9358
SAOUHSC_00976	745	745	745
SAOUHSC_01207	40250	40250	40250
SAOUHSC_01171	3792	3792	3792
SAOUHSC_00302	4253	4253	4253
SAOUHSC_01460	13023	13023	13023
SAOUHSC_01697	20062	20062	20062
atpC	108327	108327	108327
SAOUHSC_00439	2215	2215	2215
SAOUHSC_01910	359968	359968	359968
SAOUHSC_01153	28975	28975	28975
SAOUHSC_02327	45155	45155	45155
SAOUHSC_01623	39478	39478	39478
SAOUHSC_00954	17642	17642	17642
SAOUHSC_T00061	174	0	174
SAOUHSC_T00011	353	0	353
SAOUHSC_T00021	364	0	364
SAOUHSC_00438	3964	3964	3964
SAOUHSC_00152	17014	17014	17014
SAOUHSC_00794	70188	70188	70188
SAOUHSC_T00046	401	316	401
tig	200977	200977	200977
SAOUHSC_00675	35205	35205	35205
SAOUHSC_01611	33885	33885	33885
SAOUHSC_02241	446	446	446
SAOUHSC_01431	25767	25767	25767
SAOUHSC_02574	19616	19616	19616
SAOUHSC_00803	51968	51968	51968
SAOUHSC_00827	1470	1470	1470
SAOUHSC_01744	8116	8116	8116
SAOUHSC_02273	17352	17352	17352
SAOUHSC_01245	4383	4383	4383
SAOUHSC_00849	96655	96655	96655
SAOUHSC_T00054	1709	0	1709
SAOUHSC_00529	646428	646428	646428
SAOUHSC_00353	69	69	69
SAOUHSC_00006	99950	99950	99950
SAOUHSC_02341	373026	373026	373026
SAOUHSC_01659	18133	18133	18133
SAOUHSC_01288	109	109	109
gatA	76814	76814	76814
SAOUHSC_02345	340550	340550	340550
SAOUHSC_T0003	721	0	721
SAOUHSC_00692	6461	6461	6461
SAOUHSC_00323	5945	5837	5945
SAOUHSC_01646	29582	29582	29582
SAOUHSC_01764	49	49	49
SAOUHSC_01958	3457	3457	3457
SAOUHSC_00505	66886	66886	66886
SAOUHSC_02530	169	169	169
thyA	17637	17637	17637
SAOUHSC_00929	75	75	75
SAOUHSC_01306	9	9	9
SAOUHSC_01269	17154	17154	17154
SAOUHSC_00955	2725	2725	2725
SAOUHSC_01271	5647	5647	5647
SAOUHSC_01063	19383	19383	19383
SAOUHSC_02278	2047	2047	2047
SAOUHSC_00399	120	120	120
SAOUHSC_01700	26300	26300	26300
SAOUHSC_00153	70964	70964	70964
rpmI	19082	19082	19082
SAOUHSC_00550	17937	17937	17937
SAOUHSC_01877	9978	9978	9978
SAOUHSC_00855	16079	16079	16079
ipk	12223	12223	12223
SAOUHSC_T0006	33	33	33
SAOUHSC_01046	1481	1481	1481
SAOUHSC_02384	2850	2850	2850
SAOUHSC_T00022	896	0	896
rpsU	38471	38471	38471
SAOUHSC_00793	11864	11864	11864
SAOUHSC_02534	2955	2880	2955
SAOUHSC_01270	4691	4691	4691
SAOUHSC_01242	7939	7939	7939
polC	34148	34148	34148
SAOUHSC_01953	695	695	695
SAOUHSC_00896	11168	10769	11168
SAOUHSC_T00056	2042	2042	2042
SAOUHSC_01717	12512	12512	12512
SAOUHSC_00577	14130	14130	14130
SAOUHSC_01508	2286	2286	2286
gatC	21603	21603	21603
SAOUHSC_T00027	784	779	784
SAOUHSC_01184	17002	17002	17002
SAOUHSC_02873	15334	15334	15334
SAOUHSC_00569	44557	44557	44557
SAOUHSC_01412	6364	6364	6364
SAOUHSC_02681	335	335	335
SAOUHSC_02323	9009	9009	9009
SAOUHSC_01613	29519	29519	29519
SAOUHSC_01808	13708	13708	13708
SAOUHSC_00060	21728	21728	21728
SAOUHSC_01456	1915	1915	1915
SAOUHSC_01967	21728	21728	21728
SAOUHSC_02726	2132	2132	2132
SAOUHSC_00727	8599	8599	8599
SAOUHSC_02573	12888	12888	12888
groES	10018	10018	10018
SAOUHSC_T00055	1611	0	1611
SAOUHSC_T00025	870	0	870
SAOUHSC_00997	15712	15712	15712
pyrC	11510	11510	11510
pheT	40595	40595	40595
SAOUHSC_01432	51556	51556	51556
SAOUHSC_01031	2923	2923	2923
SAOUHSC_00578	20197	20197	20197
infB	47142	47142	47142
pyrG	35353	35353	35353
gatB	100708	100708	100708
SAOUHSC_02381	7066	7066	7066
SAOUHSC_00201	1695	1695	1695
SAOUHSC_00129	9208	9208	9208
pheS	15007	15007	15007
prfA	22987	22987	22987
SAOUHSC_00155	16110	16108	16110
SAOUHSC_01413	3072	3072	3072
SAOUHSC_02326	1900	1898	1900
SAOUHSC_01429	25447	25447	25447
SAOUHSC_T00033	2857	2857	2857
SAOUHSC_00850	38421	38421	38421
SAOUHSC_00822	1387	1387	1387
SAOUHSC_02752	4338	4338	4338
carB	22895	22895	22895
SAOUHSC_00729	11946	11946	11946
prmA	15273	15273	15273
SAOUHSC_02329	2058	2058	2058
SAOUHSC_01327	118896	118896	118896
SAOUHSC_00146	1466	1466	1466
SAOUHSC_01154	45258	45258	45258
SAOUHSC_01183	12330	12330	12330
SAOUHSC_00728	112442	112442	112442
SAOUHSC_02932	4366	4366	4366
SAOUHSC_02250	181	181	181
SAOUHSC_T00035	292	213	292
SAOUHSC_02113	5846	5846	5846
SAOUHSC_01584	6017	5546	6017
SAOUHSC_01049	4227	4227	4227
SAOUHSC_01770	483	483	483
SAOUHSC_02709	900	900	900
SAOUHSC_01361	18534	18534	18534
SAOUHSC_01430	44812	44812	44812
SAOUHSC_00717	5876	5876	5876
SAOUHSC_01618	26219	26219	26219
SAOUHSC_01761a	92	92	92
SAOUHSC_01843	2129	2129	2129
recU	28883	28883	28883
SAOUHSC_02769	236	236	236
SAOUHSC_00711	35124	35124	35124
SAOUHSC_00579	22325	22325	22325
SAOUHSC_00282	2680	2680	2680
SAOUHSC_02277	7139	7139	7139
SAOUHSC_01467	217353	217353	217353
nusA	20570	20570	20570
SAOUHSC_00688	20252	20252	20252
SAOUHSC_02358	15199	15199	15199
SAOUHSC_00902	7030	7030	7030
SAOUHSC_00099	3046	3046	3046
SAOUHSC_02360	14188	14188	14188
SAOUHSC_00903	9451	9451	9451
SAOUHSC_02108	7158	7158	7158
SAOUHSC_T00060	135	0	135
SAOUHSC_00897	12931	12931	12931
SAOUHSC_01272	15245	15245	15245
SAOUHSC_00341	139	139	139
SAOUHSC_01682	13752	13752	13752
SAOUHSC_00291	1224	1223	1224
SAOUHSC_01716	22622	22622	22622
gmk	29627	29627	29627
SAOUHSC_01809	14355	14355	14355
SAOUHSC_T00030	1481	1443	1481
SAOUHSC_00340	178	178	178
SAOUHSC_00912	22169	22169	22169
SAOUHSC_T00036	3013	2842	3013
SAOUHSC_01169	9204	9204	9204
SAOUHSC_02251	40	40	40
SAOUHSC_01307	495	495	495
SAOUHSC_01810	21360	21360	21360
SAOUHSC_01359	32359	32359	32359
SAOUHSC_00957	5932	5932	5932
SAOUHSC_00689	14436	14436	14436
SAOUHSC_00396	12	12	12
def	21292	21292	21292
SAOUHSC_01513	2703	2702	2703
SAOUHSC_02264	103024	103024	103024
SAOUHSC_00646	5001	5001	5001
SAOUHSC_T00037	743	563	743
SAOUHSC_T0005	284	284	284
SAOUHSC_02325	1995	1992	1995
SAOUHSC_02855	5565	5565	5565
SAOUHSC_01244	3741	3741	3741
SAOUHSC_02243	210	210	210
SAOUHSC_02175	3559	3559	3559
SAOUHSC_T00010	893	0	893
SAOUHSC_01684	36963	36963	36963
SAOUHSC_02364	12558	12558	12558
SAOUHSC_02571	18178	18178	18178
SAOUHSC_02968	155	155	155
SAOUHSC_01121	25667	25667	25667
SAOUHSC_T00018	1107	154	1107
SAOUHSC_01512	2143	2143	2143
SAOUHSC_00236	7441	7441	7441
SAOUHSC_02330	1921	1921	1921
SAOUHSC_00128	8625	8625	8625
SAOUHSC_02316	49908	49908	49908
SAOUHSC_00336	93599	93599	93599
SAOUHSC_T00050	58	58	58
SAOUHSC_00293	1290	1290	1290
SAOUHSC_02892	906	906	906
SAOUHSC_02265	82696	82696	82696
SAOUHSC_T0008	926	0	926
SAOUHSC_00121	2861	2861	2861
SAOUHSC_03006	85995	85995	85995
SAOUHSC_T00031	717	717	717
SAOUHSC_01275	61671	61671	61671
SAOUHSC_02893	788	788	788
SAOUHSC_02394	2	2	2
SAOUHSC_T0009	883	0	883
SAOUHSC_02279	4205	4204	4205
SAOUHSC_01763	89	89	89
ribH	1632	1632	1632
dnaK	138637	138637	138637
SAOUHSC_00235	3604	3604	3604
SAOUHSC_02176	110	110	110
SAOUHSC_02365	29704	29704	29704
thiE	1884	1884	1884
SAOUHSC_02389	2331	2331	2331
SAOUHSC_00127	5191	5191	5191
SAOUHSC_02397	4513	4513	4513
SAOUHSC_02583	11912	11912	11912
SAOUHSC_02720	3	3	3
SAOUHSC_T00028	123	0	123
SAOUHSC_00126	2953	2953	2953
SAOUHSC_00120	6934	6934	6934
SAOUHSC_02672	479	479	479
SAOUHSC_01780	10	10	10
groEL	62738	62738	62738
SAOUHSC_03024	7530	7530	7530
SAOUHSC_00097	1230	1230	1230
SAOUHSC_00857	207	207	207
SAOUHSC_02721	1585	1585	1585
SAOUHSC_00125	6544	6544	6544
SAOUHSC_01285	98894	98894	98894
SAOUHSC_01511	1836	1675	1836
SAOUHSC_00119	7476	7476	7476
SAOUHSC_01298	7	7	7
SAOUHSC_00292	1519	1518	1519
SAOUHSC_02283	17	17	17
glpK	69542	69542	69542
SAOUHSC_00038	110	110	110
SAOUHSC_02012	6954	6954	6954
SAOUHSC_01200	4456	4456	4456
SAOUHSC_R00010	1609	0	1609
SAOUHSC_01135	4956	4956	4956
SAOUHSC_R00016	7	0	7
SAOUHSC_02399	676761	676761	676761
SAOUHSC_02411	60	60	60
SAOUHSC_02629	7390	7390	7390
SAOUHSC_01889	4736	4736	4736
SAOUHSC_00118	5632	5632	5632
SAOUHSC_02332	918	918	918
SAOUHSC_02100	4912	4912	4912
SAOUHSC_R0009	1636	0	1636
SAOUHSC_03033	5389	5389	5389
SAOUHSC_01838	63957	63957	63957
SAOUHSC_02099	12242	12242	12242
SAOUHSC_01199	58822	58822	58822
SAOUHSC_02840	4857	4857	4857
SAOUHSC_02388	1156	1156	1156
SAOUHSC_01972	36530	36530	36530
SAOUHSC_02975	35451	35451	35451
SAOUHSC_02976	22858	22858	22858
SAOUHSC_R0003	59429	1498	59429
SAOUHSC_00870	12742	12742	12742
SAOUHSC_00411	12	12	12
SAOUHSC_01976	11	11	11
SAOUHSC_02857	1	1	1
SAOUHSC_T00057	2	0	2
SAOUHSC_00116	5032	5032	5032
SAOUHSC_01196	21167	21167	21167
SAOUHSC_00921	74956	74956	74956
SAOUHSC_R0001	65771	1654	65771
SAOUHSC_01198	56581	56581	56581
SAOUHSC_01887	3272	3272	3272
SAOUHSC_00998	5970	5970	5970
SAOUHSC_00240	1473	1473	1473
SAOUHSC_02635	9908	9908	9908
SAOUHSC_00111	17	17	17
SAOUHSC_R0005	114	2	114
SAOUHSC_02841	10897	10897	10897
SAOUHSC_01278	23096	23096	23096
SAOUHSC_00871	2917	2917	2917
SAOUHSC_00114	2833	2833	2833
SAOUHSC_00115	4261	4261	4261
SAOUHSC_R0007	70130	1703	70130
SAOUHSC_02839	13839	13839	13839
SAOUHSC_00639	2509	2509	2509
SAOUHSC_00239	4400	4400	4400
SAOUHSC_02333	5704	5704	5704
SAOUHSC_02630	3353	3353	3353
SAOUHSC_00356	34587	34587	34587
SAOUHSC_01136	7330	7330	7330
SAOUHSC_01888	1709	1709	1709
SAOUHSC_00241	2632	2632	2632
SAOUHSC_R00013	11	0	11
SAOUHSC_00117	9783	9783	9783
SAOUHSC_02098	10110	10110	10110
SAOUHSC_01197	52493	52493	52493
SAOUHSC_01736	65	65	65
SAOUHSC_R0004	17663	416	17663
SAOUHSC_R0008	91214	2340	91214
SAOUHSC_T00019	7	0	7
SAOUHSC_T00049	219	219	219
SAOUHSC_T0007	85	19	85
SAOUHSC_00174	819	819	819
SAOUHSC_01794	157048	157048	157048
SAOUHSC_03023	19660	19660	19660
SAOUHSC_02805	3	3	3
SAOUHSC_00920	27049	27049	27049
SAOUHSC_01839	19025	19025	19025
SAOUHSC_02576	14245	14245	14245
SAOUHSC_R00015	7	0	7
SAOUHSC_00872	41014	41014	41014
SAOUHSC_00154	7	7	7
SAOUHSC_01760	2396	2396	2396
SAOUHSC_A02811	2	2	2
SAOUHSC_R00014	6	0	6
SAOUHSC_00869	49181	49181	49181
SAOUHSC_02866	7485	7485	7485
SAOUHSC_01844	1	1	1
SAOUHSC_01761	1647	1647	1647
SAOUHSC_01005	13343	13343	13343
SAOUHSC_01068	3	3	3
SAOUHSC_02115	0	0	0
SAOUHSC_T00017	1	0	1
SAOUHSC_02745	8	8	8
SAOUHSC_R00012	5	0	5
SAOUHSC_02717	3	3	3
SAOUHSC_00561	1617	1617	1617
SAOUHSC_00737	0	0	0
SAOUHSC_00772	1	1	1
SAOUHSC_01339	0	0	0
SAOUHSC_01853	0	0	0
SAOUHSC_02838	0	0	0
SAOUHSC_02872	530	530	530
SAOUHSC_00243	0	0	0
SAOUHSC_01402	1	1	1
SAOUHSC_01963	1	1	1
SAOUHSC_02953	3604	3604	3604
SAOUHSC_02954	1271	1271	1271
SAOUHSC_03041	145	145	145
SAOUHSC_3042a	93	58	93
SAOUHSC_00355	80	80	80
SAOUHSC_03040	2426	2059	2426
SAOUHSC_03042	96	76	96
SAOUHSC_03037	1036	1036	1036
SAOUHSC_03036	698	698	698
SAOUHSC_03037a	20	13	20
SAOUHSC_00108	0	0	0
SAOUHSC_00387	0	0	0
SAOUHSC_00583	0	0	0
SAOUHSC_00677	0	0	0
SAOUHSC_00778	0	0	0
SAOUHSC_00809	0	0	0
SAOUHSC_00867	0	0	0
SAOUHSC_00967	0	0	0
SAOUHSC_01003	1	1	1
SAOUHSC_01109	0	0	0
SAOUHSC_01883	0	0	0
SAOUHSC_01934	0	0	0
SAOUHSC_02069	0	0	0
SAOUHSC_02105	1	1	1
SAOUHSC_02459	0	0	0
SAOUHSC_02634	0	0	0
SAOUHSC_02804	0	0	0
SAOUHSC_02890	0	0	0
SAOUHSC_02939	0	0	0
SAOUHSC_02948	0	0	0
SAOUHSC_02950	1	1	1
SAOUHSC_A01436	0	0	0
SAOUHSC_A02169	0	0	0
